Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
64135578,24,2,4,459,4,0,3,1
64136563,214,3,1,459,1,1,2,0
64136758,248,0,3,459,0,0,1,1
64137141,323,2,3,918,4,0,1,1
64138173,517,3,2,918,1,1,4,0
64138250,531,1,4,459,2,0,3,1
64138334,549,3,1,459,1,1,2,0
64138363,554,3,1,459,1,1,2,0
64138385,558,2,4,459,4,0,3,1
64138488,576,1,3,459,2,0,1,1
64139401,743,4,2,459,3,1,4,0
64139604,780,4,0,918,3,1,0,0
64140292,916,1,4,459,2,0,3,1
64140375,933,0,4,918,0,0,3,1
64140477,949,1,3,459,2,0,1,1
64141834,1208,2,0,918,4,0,0,0
64141874,1215,2,4,459,4,0,3,1
64141988,1233,1,3,459,2,0,1,1
64142321,1299,0,1,459,0,0,2,0
64142424,1320,4,0,918,3,1,0,0
64142792,1395,4,3,459,3,1,1,1
64142974,1438,1,4,459,2,0,3,1
64143096,1460,2,0,918,4,0,0,0
64143918,1631,1,4,459,2,0,3,1
64144224,1687,4,2,459,3,1,4,0
64144382,1724,1,4,459,2,0,3,1
64144727,1791,0,4,918,0,0,3,1
64144817,1809,3,2,918,1,1,4,0
64144934,1833,0,1,459,0,0,2,0
64145047,1854,4,1,459,3,1,2,0
64145137,1874,4,1,459,3,1,2,0
64145786,2008,0,3,459,0,0,1,1
64146048,2060,2,4,459,4,0,3,1
64146586,2167,4,2,459,3,1,4,0
64146643,2179,3,1,459,1,1,2,0
64147113,2268,0,4,918,0,0,3,1
64147228,2293,0,4,918,0,0,3,1
64147384,2321,3,1,459,1,1,2,0
64148088,2460,3,0,459,1,1,0,0
64148582,2555,2,4,459,4,0,3,1
64149277,2690,4,2,459,3,1,4,0
64149706,2778,3,4,459,1,1,3,1
64150051,2851,3,2,918,1,1,4,0
64150653,2976,0,4,918,0,0,3,1
64150825,3010,3,1,459,1,1,2,0
64150892,3024,0,4,918,0,0,3,1
64151078,3064,2,4,459,4,0,3,1
64151164,3082,3,2,918,1,1,4,0
64151183,3086,2,3,918,4,0,1,1
64151315,3111,4,0,918,3,1,0,0
64151595,3166,4,1,459,3,1,2,0
64151828,3207,3,1,459,1,1,2,0
64151834,3209,4,0,918,3,1,0,0
64151896,3220,2,1,459,4,0,2,0
64151903,3221,2,4,459,4,0,3,1
64151931,3227,2,4,459,4,0,3,1
64151946,3229,3,0,459,1,1,0,0
64152696,3388,4,2,459,3,1,4,0
64152796,3408,2,1,459,4,0,2,0
64153193,3498,4,2,459,3,1,4,0
64153423,3543,4,1,459,3,1,2,0
