Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
50461172,139,2,0,918,4,0,0,0
50461371,176,1,4,459,2,0,3,1
50461519,199,1,4,459,2,0,3,1
50462027,297,4,1,459,3,1,2,0
50463100,478,3,1,459,1,1,2,0
50463301,515,3,0,459,1,1,0,0
50463365,525,2,1,459,4,0,2,0
50463590,566,3,1,459,1,1,2,0
50464042,644,2,0,918,4,0,0,0
50466061,955,1,2,459,2,0,4,0
50466369,1007,3,2,918,1,1,4,0
50466464,1022,3,1,459,1,1,2,0
50466782,1078,2,4,459,4,0,3,1
50466955,1112,4,1,459,3,1,2,0
50468055,1319,1,4,459,2,0,3,1
50468660,1430,3,1,459,1,1,2,0
50469104,1509,0,3,459,0,0,1,1
50469764,1635,1,4,459,2,0,3,1
50469827,1647,3,4,459,1,1,3,1
50470648,1799,0,4,918,0,0,3,1
50471023,1867,0,1,459,0,0,2,0
50471105,1884,2,4,459,4,0,3,1
50471777,2008,0,3,459,0,0,1,1
50471818,2015,4,1,459,3,1,2,0
50472181,2084,0,1,459,0,0,2,0
50472321,2108,0,3,459,0,0,1,1
50472390,2119,4,0,918,3,1,0,0
50472486,2139,1,4,459,2,0,3,1
50472951,2226,2,4,459,4,0,3,1
50473256,2287,2,0,918,4,0,0,0
50473561,2338,1,3,459,2,0,1,1
50473879,2394,1,2,459,2,0,4,0
50474095,2435,0,1,459,0,0,2,0
50474241,2465,0,4,918,0,0,3,1
50474812,2567,4,3,459,3,1,1,1
50475014,2608,4,3,459,3,1,1,1
50476484,2895,3,2,918,1,1,4,0
50477420,3084,4,2,459,3,1,4,0
50477560,3110,1,4,459,2,0,3,1
50477581,3114,0,3,459,0,0,1,1
50477812,3159,4,1,459,3,1,2,0
50478422,3282,0,4,918,0,0,3,1
50478824,3364,1,4,459,2,0,3,1
50479059,3412,0,4,918,0,0,3,1
50479472,3494,4,0,918,3,1,0,0
