Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
10576550,119,2,0,918,4,0,0,0
10576718,147,2,3,918,4,0,1,1
10576967,188,2,3,918,4,0,1,1
10578246,401,0,1,459,0,0,2,0
10578313,410,4,1,459,3,1,2,0
10578351,416,2,4,459,4,0,3,1
10579339,575,1,3,459,2,0,1,1
10579943,673,2,0,918,4,0,0,0
10580087,694,4,0,918,3,1,0,0
10580172,708,0,2,918,0,0,4,0
10580191,711,4,2,459,3,1,4,0
10580478,753,4,1,459,3,1,2,0
10581181,872,0,1,459,0,0,2,0
10581553,934,2,4,459,4,0,3,1
10582164,1034,4,0,918,3,1,0,0
10582203,1040,0,3,459,0,0,1,1
10583092,1174,0,3,459,0,0,1,1
10583531,1245,4,1,459,3,1,2,0
10583876,1303,0,2,918,0,0,4,0
10583887,1304,4,0,918,3,1,0,0
10584119,1342,4,1,459,3,1,2,0
10584433,1396,0,1,459,0,0,2,0
10584509,1409,2,3,918,4,0,1,1
10584592,1422,4,1,459,3,1,2,0
10585004,1490,4,0,918,3,1,0,0
10585044,1498,4,0,918,3,1,0,0
10585171,1520,4,1,459,3,1,2,0
10585431,1562,2,4,459,4,0,3,1
10585656,1597,4,3,459,3,1,1,1
10585836,1626,0,3,459,0,0,1,1
10586403,1718,3,4,459,1,1,3,1
10586449,1725,3,4,459,1,1,3,1
10586796,1783,3,1,459,1,1,2,0
10587350,1872,4,2,459,3,1,4,0
10587648,1923,0,2,918,0,0,4,0
10588121,2002,3,1,459,1,1,2,0
10588380,2045,4,1,459,3,1,2,0
10588397,2047,1,3,459,2,0,1,1
10588664,2092,0,2,918,0,0,4,0
10588744,2107,0,4,918,0,0,3,1
10588897,2134,4,0,918,3,1,0,0
10588932,2140,2,1,459,4,0,2,0
10588950,2143,4,2,459,3,1,4,0
10589001,2151,4,1,459,3,1,2,0
10589110,2169,4,0,918,3,1,0,0
10589499,2233,4,0,918,3,1,0,0
10589891,2301,0,4,918,0,0,3,1
10590074,2333,0,4,918,0,0,3,1
10590160,2345,4,0,918,3,1,0,0
10590206,2351,1,4,459,2,0,3,1
10590220,2354,2,0,918,4,0,0,0
10590320,2370,3,4,459,1,1,3,1
10590348,2375,0,4,918,0,0,3,1
10590778,2448,1,2,459,2,0,4,0
10590974,2481,4,3,459,3,1,1,1
10591010,2488,3,4,459,1,1,3,1
10591018,2490,0,1,459,0,0,2,0
10591274,2536,4,1,459,3,1,2,0
10591538,2581,0,3,459,0,0,1,1
10591547,2584,0,3,459,0,0,1,1
10591644,2598,0,1,459,0,0,2,0
10591861,2640,3,4,459,1,1,3,1
10592124,2682,0,4,918,0,0,3,1
10592172,2689,1,2,459,2,0,4,0
10592336,2723,0,3,459,0,0,1,1
10593194,2863,3,1,459,1,1,2,0
10593327,2886,0,3,459,0,0,1,1
10593534,2923,3,1,459,1,1,2,0
10594124,3026,0,4,918,0,0,3,1
10594250,3048,3,1,459,1,1,2,0
10594413,3076,3,1,459,1,1,2,0
10594491,3091,2,0,918,4,0,0,0
10594970,3174,3,1,459,1,1,2,0
10595006,3180,3,1,459,1,1,2,0
10595119,3199,2,1,459,4,0,2,0
10595145,3204,4,0,918,3,1,0,0
10595514,3270,1,4,459,2,0,3,1
10595637,3286,4,1,459,3,1,2,0
10595871,3327,3,4,459,1,1,3,1
10596200,3384,2,1,459,4,0,2,0
10596396,3415,4,3,459,3,1,1,1
10596648,3459,2,1,459,4,0,2,0
10596714,3468,4,1,459,3,1,2,0
10596962,3510,4,2,459,3,1,4,0
10597180,3547,1,4,459,2,0,3,1
