Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
61402323,224,4,1,459,3,1,2,0
61403652,472,0,4,918,0,0,3,1
61404082,557,4,0,918,3,1,0,0
61404194,581,4,3,459,3,1,1,1
61404195,581,3,4,459,1,1,3,1
61404424,627,2,4,459,4,0,3,1
61405410,819,3,1,459,1,1,2,0
61405820,894,4,1,459,3,1,2,0
61405864,901,3,1,459,1,1,2,0
61407216,1164,0,2,918,0,0,4,0
61408778,1461,0,4,918,0,0,3,1
61408969,1497,2,4,459,4,0,3,1
61409038,1512,0,4,918,0,0,3,1
61409102,1526,1,3,459,2,0,1,1
61409156,1536,0,2,918,0,0,4,0
61409685,1639,2,4,459,4,0,3,1
61409963,1698,3,2,918,1,1,4,0
61411027,1906,4,0,918,3,1,0,0
61411218,1946,0,4,918,0,0,3,1
61411321,1965,3,1,459,1,1,2,0
61411410,1983,4,0,918,3,1,0,0
61411682,2034,0,4,918,0,0,3,1
61413489,2392,0,1,459,0,0,2,0
61413503,2395,1,4,459,2,0,3,1
61413928,2476,2,4,459,4,0,3,1
61414156,2523,3,1,459,1,1,2,0
61414956,2675,3,1,459,1,1,2,0
61414957,2675,3,1,459,1,1,2,0
61415045,2695,3,4,459,1,1,3,1
61415104,2708,4,1,459,3,1,2,0
61415280,2743,4,2,459,3,1,4,0
61415332,2753,3,4,459,1,1,3,1
61415450,2776,0,1,459,0,0,2,0
61415498,2787,2,1,459,4,0,2,0
61418321,3341,3,1,459,1,1,2,0
61418404,3358,4,1,459,3,1,2,0
61418772,3431,1,3,459,2,0,1,1
61418952,3466,0,1,459,0,0,2,0
61419169,3514,3,2,918,1,1,4,0
61419177,3515,2,4,459,4,0,3,1
61419477,3580,1,4,459,2,0,3,1
