Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
78548631,8,0,4,918,0,0,3,1
78548989,78,0,4,918,0,0,3,1
78549658,208,0,4,918,0,0,3,1
78550042,279,1,2,459,2,0,4,0
78550468,360,1,3,459,2,0,1,1
78551185,487,4,3,459,3,1,1,1
78551756,591,1,3,459,2,0,1,1
78551785,596,0,2,918,0,0,4,0
78551927,624,0,3,459,0,0,1,1
78552149,670,4,0,918,3,1,0,0
78552679,767,2,4,459,4,0,3,1
78552755,780,0,4,918,0,0,3,1
78552986,821,0,3,459,0,0,1,1
78553448,905,0,4,918,0,0,3,1
78553456,907,3,2,918,1,1,4,0
78553771,960,4,0,918,3,1,0,0
78553969,992,0,2,918,0,0,4,0
78554669,1127,3,1,459,1,1,2,0
78554845,1162,3,4,459,1,1,3,1
78555239,1236,4,1,459,3,1,2,0
78555680,1319,4,3,459,3,1,1,1
78556362,1449,0,3,459,0,0,1,1
78556477,1473,4,1,459,3,1,2,0
78556488,1475,4,1,459,3,1,2,0
78556549,1486,4,1,459,3,1,2,0
78556553,1487,2,0,918,4,0,0,0
78557154,1606,1,0,459,2,0,0,0
78557929,1756,4,0,918,3,1,0,0
78557965,1764,4,1,459,3,1,2,0
78558209,1816,3,2,918,1,1,4,0
78558249,1825,3,0,459,1,1,0,0
78558323,1837,0,4,918,0,0,3,1
78558424,1857,3,1,459,1,1,2,0
78558768,1924,3,1,459,1,1,2,0
78558842,1939,4,3,459,3,1,1,1
78559340,2044,0,1,459,0,0,2,0
78559365,2052,2,4,459,4,0,3,1
78559745,2135,3,4,459,1,1,3,1
78560232,2230,2,4,459,4,0,3,1
78560441,2271,1,0,459,2,0,0,0
78560553,2294,2,1,459,4,0,2,0
78560782,2339,0,4,918,0,0,3,1
78561139,2406,2,0,918,4,0,0,0
78561319,2439,0,3,459,0,0,1,1
78562078,2594,4,1,459,3,1,2,0
78562220,2627,1,0,459,2,0,0,0
78562429,2665,4,1,459,3,1,2,0
78562571,2692,0,4,918,0,0,3,1
78562928,2757,4,3,459,3,1,1,1
78563277,2823,0,3,459,0,0,1,1
78563421,2851,4,1,459,3,1,2,0
78563823,2934,0,4,918,0,0,3,1
78563848,2939,4,1,459,3,1,2,0
78563852,2940,0,4,918,0,0,3,1
78565154,3204,4,1,459,3,1,2,0
78565334,3239,3,1,459,1,1,2,0
78565436,3258,3,1,459,1,1,2,0
78566159,3402,2,4,459,4,0,3,1
78566583,3486,0,3,459,0,0,1,1
78566650,3499,0,2,918,0,0,4,0
78566759,3520,1,2,459,2,0,4,0
78566829,3537,2,4,459,4,0,3,1
78566938,3559,2,1,459,4,0,2,0
