Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
25869003,9,0,3,459,0,0,1,1
25870139,200,0,2,918,0,0,4,0
25870191,207,3,1,459,1,1,2,0
25870444,250,4,1,459,3,1,2,0
25870481,255,4,3,459,3,1,1,1
25870511,261,1,4,459,2,0,3,1
25870715,292,2,3,918,4,0,1,1
25871618,436,0,1,459,0,0,2,0
25872130,521,2,3,918,4,0,1,1
25872307,548,2,3,918,4,0,1,1
25873243,694,1,4,459,2,0,3,1
25873675,764,1,3,459,2,0,1,1
25873725,772,0,3,459,0,0,1,1
25875282,1009,0,1,459,0,0,2,0
25876581,1228,4,1,459,3,1,2,0
25876603,1231,4,1,459,3,1,2,0
25877112,1309,3,4,459,1,1,3,1
25877349,1346,3,1,459,1,1,2,0
25877401,1355,4,0,918,3,1,0,0
25877569,1383,0,4,918,0,0,3,1
25879554,1709,4,2,459,3,1,4,0
25879779,1746,4,3,459,3,1,1,1
25879921,1771,3,4,459,1,1,3,1
25880057,1793,0,2,918,0,0,4,0
25880118,1802,4,0,918,3,1,0,0
25880142,1807,3,2,918,1,1,4,0
25880836,1928,4,1,459,3,1,2,0
25881303,2010,4,3,459,3,1,1,1
25881362,2020,3,2,918,1,1,4,0
25881428,2031,2,3,918,4,0,1,1
25881446,2034,2,0,918,4,0,0,0
25881464,2036,0,4,918,0,0,3,1
25881497,2040,2,0,918,4,0,0,0
25882282,2189,2,1,459,4,0,2,0
25882289,2190,3,1,459,1,1,2,0
25882510,2226,4,2,459,3,1,4,0
25882790,2272,1,4,459,2,0,3,1
25882859,2284,2,0,918,4,0,0,0
25883231,2349,0,1,459,0,0,2,0
25883349,2372,0,1,459,0,0,2,0
25883736,2437,2,0,918,4,0,0,0
25883755,2440,0,3,459,0,0,1,1
25885733,2789,4,0,918,3,1,0,0
25885944,2828,0,4,918,0,0,3,1
25886001,2837,2,1,459,4,0,2,0
25887208,3040,4,2,459,3,1,4,0
25887305,3057,4,2,459,3,1,4,0
25887341,3063,3,4,459,1,1,3,1
25887402,3076,3,1,459,1,1,2,0
25887919,3159,1,4,459,2,0,3,1
25888319,3230,2,1,459,4,0,2,0
25888340,3233,0,1,459,0,0,2,0
25888678,3297,3,2,918,1,1,4,0
25888732,3305,3,1,459,1,1,2,0
25888741,3307,4,1,459,3,1,2,0
25888810,3318,4,1,459,3,1,2,0
25888894,3335,2,1,459,4,0,2,0
25889225,3389,2,1,459,4,0,2,0
25889389,3416,2,3,918,4,0,1,1
25889427,3422,1,4,459,2,0,3,1
25889693,3473,0,1,459,0,0,2,0
25889823,3497,3,1,459,1,1,2,0
