Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
60404823,276,4,2,459,3,1,4,0
60404837,278,1,3,459,2,0,1,1
60406006,518,1,4,459,2,0,3,1
60406066,532,2,1,459,4,0,2,0
60406101,537,3,4,459,1,1,3,1
60406149,550,3,2,918,1,1,4,0
60406224,563,0,4,918,0,0,3,1
60406334,583,2,4,459,4,0,3,1
60407016,717,1,4,459,2,0,3,1
60407423,794,0,3,459,0,0,1,1
60408462,993,4,1,459,3,1,2,0
60409081,1109,4,0,918,3,1,0,0
60409134,1122,2,1,459,4,0,2,0
60409455,1188,1,4,459,2,0,3,1
60410115,1322,4,1,459,3,1,2,0
60410271,1354,3,4,459,1,1,3,1
60410931,1498,1,4,459,2,0,3,1
60411482,1602,4,1,459,3,1,2,0
60411831,1673,4,2,459,3,1,4,0
60412056,1720,2,1,459,4,0,2,0
60412089,1726,3,4,459,1,1,3,1
60412177,1742,0,2,918,0,0,4,0
60412332,1773,3,4,459,1,1,3,1
60412436,1796,4,1,459,3,1,2,0
60412532,1818,4,3,459,3,1,1,1
60412647,1844,0,4,918,0,0,3,1
60412712,1857,4,1,459,3,1,2,0
60412742,1862,4,0,918,3,1,0,0
60412856,1888,0,4,918,0,0,3,1
60412875,1891,3,1,459,1,1,2,0
60413380,1991,1,3,459,2,0,1,1
60413542,2028,1,4,459,2,0,3,1
60414030,2135,2,1,459,4,0,2,0
60414131,2157,4,3,459,3,1,1,1
60414563,2247,4,3,459,3,1,1,1
60414710,2281,0,1,459,0,0,2,0
60415463,2441,2,4,459,4,0,3,1
60415876,2524,0,1,459,0,0,2,0
60416656,2688,3,4,459,1,1,3,1
60417569,2885,4,1,459,3,1,2,0
60417865,2948,3,1,459,1,1,2,0
60417894,2953,3,1,459,1,1,2,0
60417924,2960,1,3,459,2,0,1,1
60418202,3019,3,4,459,1,1,3,1
60418321,3046,4,0,918,3,1,0,0
60418484,3079,2,0,918,4,0,0,0
60418487,3080,4,1,459,3,1,2,0
60419623,3313,2,1,459,4,0,2,0
60419767,3338,3,4,459,1,1,3,1
60419852,3356,4,1,459,3,1,2,0
60419867,3358,0,1,459,0,0,2,0
60420168,3424,4,1,459,3,1,2,0
60420832,3558,2,1,459,4,0,2,0
