Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
65104068,164,0,4,918,0,0,3,1
65104156,182,0,4,918,0,0,3,1
65104354,221,4,3,459,3,1,1,1
65104364,223,1,4,459,2,0,3,1
65104736,291,1,3,459,2,0,1,1
65105010,349,2,3,918,4,0,1,1
65105414,431,4,1,459,3,1,2,0
65105445,437,2,4,459,4,0,3,1
65105584,466,4,1,459,3,1,2,0
65105709,492,0,1,459,0,0,2,0
65105909,529,3,4,459,1,1,3,1
65106426,628,2,1,459,4,0,2,0
65107128,768,3,4,459,1,1,3,1
65107808,888,2,4,459,4,0,3,1
65108581,1038,2,3,918,4,0,1,1
65108749,1067,4,1,459,3,1,2,0
65109348,1180,4,1,459,3,1,2,0
65109995,1298,4,1,459,3,1,2,0
65110099,1316,2,4,459,4,0,3,1
65110335,1360,0,1,459,0,0,2,0
65110978,1479,2,1,459,4,0,2,0
65111012,1486,4,3,459,3,1,1,1
65111397,1560,2,4,459,4,0,3,1
65111398,1560,4,2,459,3,1,4,0
65111424,1565,3,1,459,1,1,2,0
65111629,1608,1,4,459,2,0,3,1
65111943,1673,2,0,918,4,0,0,0
65112011,1687,4,1,459,3,1,2,0
65112056,1698,4,1,459,3,1,2,0
65112132,1713,2,1,459,4,0,2,0
65112213,1728,0,4,918,0,0,3,1
65112818,1854,4,0,918,3,1,0,0
65113034,1900,0,4,918,0,0,3,1
65113314,1955,3,1,459,1,1,2,0
65113795,2055,4,1,459,3,1,2,0
65114726,2242,2,4,459,4,0,3,1
65114987,2294,4,0,918,3,1,0,0
65115376,2382,4,2,459,3,1,4,0
65115447,2396,3,2,918,1,1,4,0
65116070,2530,0,3,459,0,0,1,1
65116648,2656,2,1,459,4,0,2,0
65116660,2658,2,4,459,4,0,3,1
65116887,2706,0,1,459,0,0,2,0
65116890,2707,0,1,459,0,0,2,0
65117110,2755,4,0,918,3,1,0,0
65118229,2974,2,1,459,4,0,2,0
65118703,3076,3,1,459,1,1,2,0
65118772,3090,4,1,459,3,1,2,0
65119731,3292,0,4,918,0,0,3,1
65119933,3341,2,1,459,4,0,2,0
65120011,3358,4,1,459,3,1,2,0
65120026,3362,0,1,459,0,0,2,0
65120416,3444,3,2,918,1,1,4,0
65120830,3537,0,4,918,0,0,3,1
65120982,3573,4,0,918,3,1,0,0
