Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
72065719,48,4,2,459,3,1,4,0
72065897,82,3,2,918,1,1,4,0
72067538,408,1,3,459,2,0,1,1
72067857,472,0,4,918,0,0,3,1
72067944,487,4,0,918,3,1,0,0
72068514,592,0,3,459,0,0,1,1
72068830,653,1,4,459,2,0,3,1
72068919,667,1,3,459,2,0,1,1
72070154,906,2,3,918,4,0,1,1
72070335,944,4,1,459,3,1,2,0
72070557,983,2,4,459,4,0,3,1
72070603,993,0,4,918,0,0,3,1
72071242,1116,0,2,918,0,0,4,0
72071273,1122,4,1,459,3,1,2,0
72071318,1129,1,4,459,2,0,3,1
72071341,1133,0,1,459,0,0,2,0
72071547,1169,1,4,459,2,0,3,1
72071647,1188,3,1,459,1,1,2,0
72071830,1224,3,2,918,1,1,4,0
72072108,1285,4,1,459,3,1,2,0
72072577,1372,0,3,459,0,0,1,1
72072690,1395,4,1,459,3,1,2,0
72073558,1571,4,1,459,3,1,2,0
72074446,1747,2,4,459,4,0,3,1
72074613,1779,3,1,459,1,1,2,0
72074953,1847,4,2,459,3,1,4,0
72075321,1925,4,3,459,3,1,1,1
72076456,2151,2,3,918,4,0,1,1
72076781,2211,3,4,459,1,1,3,1
72076793,2214,4,1,459,3,1,2,0
72077733,2404,2,4,459,4,0,3,1
72078329,2522,0,4,918,0,0,3,1
72078397,2536,4,1,459,3,1,2,0
72078695,2593,0,4,918,0,0,3,1
72078793,2614,1,3,459,2,0,1,1
72078902,2634,3,4,459,1,1,3,1
72079763,2810,0,3,459,0,0,1,1
72080179,2892,0,2,918,0,0,4,0
72080639,2981,3,1,459,1,1,2,0
72081002,3056,2,1,459,4,0,2,0
72081037,3064,4,1,459,3,1,2,0
72081362,3128,4,0,918,3,1,0,0
72081471,3149,2,0,918,4,0,0,0
72081744,3203,0,4,918,0,0,3,1
72081841,3222,1,2,459,2,0,4,0
72081849,3223,1,4,459,2,0,3,1
72082192,3294,2,1,459,4,0,2,0
72082451,3354,2,3,918,4,0,1,1
72083041,3471,0,3,459,0,0,1,1
72083232,3509,2,3,918,4,0,1,1
