Unnamed: 0,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
66434448,16,1,0,459,2,0,0,0
66434805,83,4,0,918,3,1,0,0
66434937,106,3,1,459,1,1,2,0
66435301,179,3,2,918,1,1,4,0
66435425,203,2,4,459,4,0,3,1
66435428,203,0,4,918,0,0,3,1
66435504,219,0,4,918,0,0,3,1
66437169,553,3,4,459,1,1,3,1
66437242,569,2,0,918,4,0,0,0
66437316,582,1,3,459,2,0,1,1
66437386,598,4,1,459,3,1,2,0
66438339,772,1,4,459,2,0,3,1
66438662,834,4,3,459,3,1,1,1
66439024,903,0,3,459,0,0,1,1
66439141,925,2,4,459,4,0,3,1
66439452,982,4,2,459,3,1,4,0
66439589,1007,0,4,918,0,0,3,1
66440029,1089,3,4,459,1,1,3,1
66440990,1273,1,3,459,2,0,1,1
66441282,1336,3,1,459,1,1,2,0
66441954,1470,2,4,459,4,0,3,1
66442555,1587,0,3,459,0,0,1,1
66443495,1772,2,3,918,4,0,1,1
66444014,1879,0,1,459,0,0,2,0
66444160,1911,0,4,918,0,0,3,1
66444685,2009,0,1,459,0,0,2,0
66444918,2054,0,4,918,0,0,3,1
66445094,2091,2,0,918,4,0,0,0
66445552,2184,0,1,459,0,0,2,0
66445602,2195,2,4,459,4,0,3,1
66445619,2198,4,1,459,3,1,2,0
66445860,2250,3,1,459,1,1,2,0
66447355,2554,2,4,459,4,0,3,1
66447386,2560,0,3,459,0,0,1,1
66447480,2579,0,3,459,0,0,1,1
66447513,2585,4,1,459,3,1,2,0
66447641,2611,2,4,459,4,0,3,1
66448101,2702,3,1,459,1,1,2,0
66448503,2786,3,4,459,1,1,3,1
66449090,2899,1,4,459,2,0,3,1
66449099,2900,2,1,459,4,0,2,0
66449391,2956,0,1,459,0,0,2,0
66449475,2971,3,1,459,1,1,2,0
66450055,3096,4,1,459,3,1,2,0
66450206,3127,0,4,918,0,0,3,1
66450423,3168,4,0,918,3,1,0,0
66451200,3325,3,1,459,1,1,2,0
66451641,3410,4,0,918,3,1,0,0
66451901,3468,0,1,459,0,0,2,0
66452370,3570,3,1,459,1,1,2,0
66452423,3580,2,4,459,4,0,3,1
66452442,3584,0,1,459,0,0,2,0
